Department,Chart,Metric,Date,Volume,Result,Explanation
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2015,2437,0.99,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2015,1345,0.93,
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2015,3025,0.94,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2015,2135,0.89,
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2015,3689,0.99,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2015,2046,0.9,
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2015,3940,0.98,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2015,1625,0.89,
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2015,1611,0.9,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2015,4671,0.93,
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2015,4345,0.89,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2015,1492,0.92,
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2015,3989,0.96,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2015,5348,0.95,
DPW,solid_waste_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2015,4078,0.99,
DPW,transportation_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2015,1671,0.93,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,1/10/2014,1010,0.94,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,2/10/2014,901,0.95,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,3/10/2014,1091,0.99,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,4/10/2014,1351,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,5/10/2014,2158,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,6/10/2014,1235,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,7/10/2014,1475,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,8/10/2014,1528,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,9/10/2014,1351,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,10/10/2014,1146,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,11/10/2014,896,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,12/10/2014,1167,0.98,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,1/10/2015,1734,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,2/10/2015,1165,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,3/10/2015,1666,0.91,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,4/10/2015,1561,0.99,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,5/10/2015,1583,0.99,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,6/10/2015,1692,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,7/10/2015,1678,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,8/10/2015,1735,1,
DPW,solid_waste_bin,% of Service Requests Completed Within Target Timeframe - Bin Delivery and Pick-up,9/10/2015,1457,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,1/10/2014,40,0.78,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,2/10/2014,66,0.92,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,3/10/2014,63,0.97,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,4/10/2014,56,0.98,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,5/10/2014,110,0.95,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,6/10/2014,68,0.97,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,7/10/2014,63,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,8/10/2014,67,0.99,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,9/10/2014,88,0.99,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,10/10/2014,79,0.97,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,11/10/2014,48,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,12/10/2014,46,0.98,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,1/10/2015,57,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,2/10/2015,47,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,3/10/2015,67,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,4/10/2015,88,0.99,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,5/10/2015,51,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,6/10/2015,67,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,7/10/2015,99,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,8/10/2015,87,1,
DPW,solid_waste_dumping,% of Service Requests Completed Within Target Timeframe - Illegal Dumping,9/10/2015,82,1,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,1/10/2014,1091,0.63,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,2/10/2014,1024,0.6,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,3/10/2014,890,0.87,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,4/10/2014,1070,0.95,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,5/10/2014,1740,0.97,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,6/10/2014,783,0.98,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,7/10/2014,883,0.99,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,8/10/2014,856,1,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,9/10/2014,891,1,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,10/10/2014,973,0.99,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,11/10/2014,817,0.98,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,12/10/2014,1256,0.99,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,1/10/2015,914,0.99,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,2/10/2015,917,0.99,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,3/10/2015,1003,0.99,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,4/10/2015,1697,0.99,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,5/10/2015,1984,0.96,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,6/10/2015,2541,0.87,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,7/10/2015,2099,0.77,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,8/10/2015,1571,0.92,
DPW,solid_waste_missed_collections,% of Service Requests Completed Within Target Timeframe - Missed Collections Pickup,9/10/2015,1623,0.98,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,7/10/2012,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,8/10/2012,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,9/10/2012,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,10/10/2012,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,11/10/2012,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,12/10/2012,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,1/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,2/10/2013,,0.93,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,3/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,4/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,5/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,6/10/2013,,0.93,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,7/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,8/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,9/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,10/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,11/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,12/10/2013,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,1/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,2/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,3/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,4/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,5/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,6/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,7/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,8/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,9/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,10/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,11/10/2014,,0.999,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,12/10/2014,,1,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,1/10/2015,,0.9989,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,2/10/2015,,0.9992,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,3/10/2015,,0.9987,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,4/10/2015,,0.9983,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,5/10/2015,,0.9978,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,6/10/2015,,0.99,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,7/10/2015,,0.9982,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,8/10/2015,,0.9982,
DPW,solid_waste_operations,% Recycling Pickups Collected On Schedule,9/10/2015,,0.9983,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,7/10/2012,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,8/10/2012,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,9/10/2012,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,10/10/2012,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,11/10/2012,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,12/10/2012,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,1/10/2013,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,2/10/2013,,0.99,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,3/10/2013,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,4/10/2013,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,5/10/2013,,0.99,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,6/10/2013,,0.92,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,7/10/2013,,0.98,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,8/10/2013,,0.84,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,9/10/2013,,0.94,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,10/10/2013,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,11/10/2013,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,12/10/2013,,0.94,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,1/10/2014,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,2/10/2014,,0.64,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,3/10/2014,,0.92,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,4/10/2014,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,5/10/2014,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,6/10/2014,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,7/10/2014,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,8/10/2014,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,9/10/2014,,0.97,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,10/10/2014,,0.99,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,11/10/2014,,0.9989,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,12/10/2014,,1,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,1/10/2015,,0.9988,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,2/10/2015,,0.76,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,3/10/2015,,0.9988,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,4/10/2015,,0.9973,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,5/10/2015,,0.9816,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,6/10/2015,,0.99,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,7/10/2015,,0.9228,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,8/10/2015,,0.9983,
DPW,solid_waste_operations,% Yard Waste Pickups Collected On Schedule,9/10/2015,,0.9732,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2014,6471,0.65,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2014,5970,0.66,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,10/10/2014,6275,0.69,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,11/10/2014,5580,0.66,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,12/10/2014,6145,0.65,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,1/10/2015,6397,0.66,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,2/10/2015,6173,0.63,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,3/10/2015,7388,0.7,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,4/10/2015,7952,0.66,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,5/10/2015,5518,0.54,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,6/10/2015,5479,0.56,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,7/10/2015,8578,0.709312544,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,8/10/2015,8795,0.669940989,
DWM,dwm_customer_service,% of Service Requests Completed Within Target Timeframe - All Service Requests,9/10/2015,8552,0.660374883,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),8/10/2014,200,0.37,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),9/10/2014,104,0.68,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),10/10/2014,70,0.74,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),11/10/2014,45,0.778,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),12/10/2014,51,0.882,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),1/10/2015,49,0.796,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),2/10/2015,44,0.795,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),3/10/2015,43,0.791,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),4/10/2015,80,0.8,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),5/10/2015,77,0.818,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),6/10/2015,63,0.841,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),7/10/2015,55,0.836,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),8/10/2015,46,0.87,
DWM,dwm_quality_complaint,% of Service Requests Completed Within Target Timeframe - Drinking Water Quality Complaint (call to resolution),9/10/2015,57,0.912,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),8/10/2014,264,0.48,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),9/10/2014,479,0.69,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),10/10/2014,695,0.71,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),11/10/2014,295,0.695,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),12/10/2014,304,0.632,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),1/10/2015,424,0.823,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),2/10/2015,302,0.834,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),3/10/2015,414,0.954,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),4/10/2015,496,1,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),5/10/2015,165,1,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),6/10/2015,395,1,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),7/10/2015,695,0.98,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),8/10/2015,567,0.993,
DWM,dwm_meter_investigation,% of Service Requests Completed Within Target Timeframe - Meter investigation (call to resolution),9/10/2015,600,0.962,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),8/10/2014,101,0.63,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),9/10/2014,82,0.82,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),10/10/2014,67,0.79,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),11/10/2014,88,0.807,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),12/10/2014,105,0.8,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),1/10/2015,117,0.795,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),2/10/2015,101,0.772,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),3/10/2015,101,0.772,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),4/10/2015,230,0.617,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),5/10/2015,229,0.651,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),6/10/2015,223,0.709,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),7/10/2015,172,0.715,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),8/10/2015,203,0.739,
DWM,dwm_street_flooding,% of Service Requests Completed Within Target Timeframe - Street flooding during or after rain event (call to inspection),9/10/2015,205,0.824,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),8/10/2014,986,1,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),9/10/2014,832,1,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),10/10/2014,823,0.99,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),11/10/2014,647,1,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),12/10/2014,721,0.997,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),1/10/2015,641,0.983,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),2/10/2015,652,0.994,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),3/10/2015,852,0.996,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),4/10/2015,885,0.981,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),5/10/2015,263,0.989,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),6/10/2015,219,1,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),7/10/2015,1018,0.996,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),8/10/2015,934,0.988,
DWM,dwm_new_account_request,% of Service Requests Completed Within Target Timeframe - Vacant New Account Request (call to resolution),9/10/2015,821,0.993,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,6/10/2013,,4.1,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,7/10/2013,,5.48,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,8/10/2013,,4.03,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,9/10/2013,,3.55,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,10/10/2013,,3.9,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,11/10/2013,,2.07,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,1/10/2014,,5.83,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,2/10/2014,,4.13,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,3/10/2014,,3.72,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,4/10/2014,,1.54,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,5/10/2014,,1.6,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,6/10/2014,,1.8,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,7/10/2014,,3.47,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,8/10/2014,,2.85,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,9/10/2014,,5.16,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,10/10/2014,,3.72,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,11/10/2014,,2.15,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,12/10/2014,,3.54,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,1/10/2015,,2.32,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,2/10/2015,,2.44,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,3/10/2015,,2.67,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,4/10/2015,,2.7,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,5/10/2015,,2.54,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,6/10/2015,,2.48,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,7/10/2015,,2.36,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,8/10/2015,,2.62,
DWM,billing_complaints,Billing Complaints Per 1000 Accounts,9/10/2015,,1.94,
DWM,compliance,Drinking Water Compliance Rate As % Of Prior 365 Days In Compliance,1/10/2013,,1,
DWM,compliance,Drinking Water Compliance Rate As % Of Prior 365 Days In Compliance,2/10/2013,,1,
DWM,compliance,Drinking Water Compliance Rate As % Of Prior 365 Days In Compliance,3/10/2013,,1,
DWM,compliance,Drinking Water Compliance Rate As % Of Prior 365 Days In Compliance,4/10/2013,,1,
DWM,compliance,Drinking Water Compliance Rate As % Of Prior 365 Days In Compliance,5/10/2013,,1,
DWM,compliance,Drinking Water Compliance Rate As % Of Prior 365 Days In Compliance,6/10/2013,,1,
DWM,compliance,Drinking Water Compliance Rate As % Of Prior 365 Days In Compliance,7/10/2013,,1,
